D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_092.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_092.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_092.jpg, 0, 0, 0, 7.797385E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_200.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_200.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_200.jpg, 0, 0, 0, 7.729777E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_302.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_302.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_302.jpg, 0, 0, 0, 7.930634E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_403.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_403.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_403.jpg, 0, 0.0597729, 0, 0.0253569
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_503.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_503.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_503.jpg, 0, 0.3601606, 0, 0.2964185
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_605.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_605.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_605.jpg, 0, 0.6559108, 0, 0.9208322
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_705.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_705.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_705.jpg, -0.242325, 0.9583915, 0, 1.90644
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_808.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_808.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_808.jpg, -0.04865097, 1, 0, 3.078213
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_32_908.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_32_908.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_32_908.jpg, 0, 1, 0, 4.249703
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\center_2021_04_09_14_29_33_010.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\left_2021_04_09_14_29_33_010.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\NewData\IMG\right_2021_04_09_14_29_33_010.jpg, -0.2791497, 1, 0, 5.400239
